1	CA-2016-152156	2016-11-08	2016-11-11	Second Class	CG-12520	FUR-BO-10001798	261.95999999999998	2	0	41.913600000000002
2	CA-2016-152156	2016-11-08	2016-11-11	Second Class	CG-12520	FUR-CH-10000454	731.94000000000005	3	0	219.58199999999999
3	CA-2016-138688	2016-06-12	2016-06-16	Second Class	DV-13045	OFF-LA-10000240	14.619999999999999	2	0	6.8714000000000004
4	US-2015-108966	2015-10-11	2015-10-18	Standard Class	SO-20335	FUR-TA-10000577	957.57749999999999	5	0.45000000000000001	-383.03100000000001
5	US-2015-108966	2015-10-11	2015-10-18	Standard Class	SO-20335	OFF-ST-10000760	22.367999999999999	2	0.20000000000000001	2.5164
6	CA-2014-115812	2014-06-09	2014-06-14	Standard Class	BH-11710	FUR-FU-10001487	48.859999999999999	7	0	14.1694
7	CA-2014-115812	2014-06-09	2014-06-14	Standard Class	BH-11710	OFF-AR-10002833	7.2800000000000002	4	0	1.9656
8	CA-2014-115812	2014-06-09	2014-06-14	Standard Class	BH-11710	TEC-PH-10002275	907.15200000000004	6	0.20000000000000001	90.715199999999996
9	CA-2014-115812	2014-06-09	2014-06-14	Standard Class	BH-11710	OFF-BI-10003910	18.504000000000001	3	0.20000000000000001	5.7824999999999998
10	CA-2014-115812	2014-06-09	2014-06-14	Standard Class	BH-11710	OFF-AP-10002892	114.90000000000001	5	0	34.469999999999999
11	CA-2014-115812	2014-06-09	2014-06-14	Standard Class	BH-11710	FUR-TA-10001539	1706.184	9	0.20000000000000001	85.309200000000004
12	CA-2014-115812	2014-06-09	2014-06-14	Standard Class	BH-11710	TEC-PH-10002033	911.42399999999998	4	0.20000000000000001	68.356800000000007
13	CA-2017-114412	2017-04-15	2017-04-20	Standard Class	AA-10480	OFF-PA-10002365	15.552	3	0.20000000000000001	5.4432
14	CA-2016-161389	2016-12-05	2016-12-10	Standard Class	IM-15070	OFF-BI-10003656	407.976	3	0.20000000000000001	132.59219999999999
15	US-2015-118983	2015-11-22	2015-11-26	Standard Class	HP-14815	OFF-AP-10002311	68.810000000000002	5	0.80000000000000004	-123.858
16	US-2015-118983	2015-11-22	2015-11-26	Standard Class	HP-14815	OFF-BI-10000756	2.544	3	0.80000000000000004	-3.8159999999999998
17	CA-2014-105893	2014-11-11	2014-11-18	Standard Class	PK-19075	OFF-ST-10004186	665.88	6	0	13.317600000000001
18	CA-2014-167164	2014-05-13	2014-05-15	Second Class	AG-10270	OFF-ST-10000107	55.5	2	0	9.9900000000000002
19	CA-2014-143336	2014-08-27	2014-09-01	Second Class	ZD-21925	OFF-AR-10003056	8.5600000000000005	2	0	2.4824000000000002
20	CA-2014-143336	2014-08-27	2014-09-01	Second Class	ZD-21925	TEC-PH-10001949	213.47999999999999	3	0.20000000000000001	16.010999999999999
21	CA-2014-143336	2014-08-27	2014-09-01	Second Class	ZD-21925	OFF-BI-10002215	22.719999999999999	4	0.20000000000000001	7.3840000000000003
22	CA-2016-137330	2016-12-09	2016-12-13	Standard Class	KB-16585	OFF-AR-10000246	19.460000000000001	7	0	5.0595999999999997
23	CA-2016-137330	2016-12-09	2016-12-13	Standard Class	KB-16585	OFF-AP-10001492	60.340000000000003	7	0	15.6884
24	US-2017-156909	2017-07-16	2017-07-18	Second Class	SF-20065	FUR-CH-10002774	71.372	2	0.29999999999999999	-1.0196000000000001
25	CA-2015-106320	2015-09-25	2015-09-30	Standard Class	EB-13870	FUR-TA-10000577	1044.6300000000001	3	0	240.26490000000001
26	CA-2016-121755	2016-01-16	2016-01-20	Second Class	EH-13945	OFF-BI-10001634	11.648	2	0.20000000000000001	4.2224000000000004
27	CA-2016-121755	2016-01-16	2016-01-20	Second Class	EH-13945	TEC-AC-10003027	90.569999999999993	3	0	11.774100000000001
28	US-2015-150630	2015-09-17	2015-09-21	Standard Class	TB-21520	FUR-BO-10004834	3083.4299999999998	7	0.5	-1665.0522000000001
29	US-2015-150630	2015-09-17	2015-09-21	Standard Class	TB-21520	OFF-BI-10000474	9.6180000000000003	2	0.69999999999999996	-7.0532000000000004
30	US-2015-150630	2015-09-17	2015-09-21	Standard Class	TB-21520	FUR-FU-10004848	124.2	3	0.20000000000000001	15.525
31	US-2015-150630	2015-09-17	2015-09-21	Standard Class	TB-21520	OFF-EN-10001509	3.2639999999999998	2	0.20000000000000001	1.1015999999999999
32	US-2015-150630	2015-09-17	2015-09-21	Standard Class	TB-21520	OFF-AR-10004042	86.304000000000002	6	0.20000000000000001	9.7091999999999992
33	US-2015-150630	2015-09-17	2015-09-21	Standard Class	TB-21520	OFF-BI-10001525	6.8579999999999997	6	0.69999999999999996	-5.7149999999999999
34	US-2015-150630	2015-09-17	2015-09-21	Standard Class	TB-21520	OFF-AR-10001683	15.76	2	0.20000000000000001	3.5459999999999998
35	CA-2017-107727	2017-10-19	2017-10-23	Second Class	MA-17560	OFF-PA-10000249	29.472000000000001	3	0.20000000000000001	9.9467999999999996
36	CA-2016-117590	2016-12-08	2016-12-10	First Class	GH-14485	TEC-PH-10004977	1097.5440000000001	7	0.20000000000000001	123.47369999999999
37	CA-2016-117590	2016-12-08	2016-12-10	First Class	GH-14485	FUR-FU-10003664	190.91999999999999	5	0.59999999999999998	-147.96299999999999
38	CA-2015-117415	2015-12-27	2015-12-31	Standard Class	SN-20710	OFF-EN-10002986	113.328	9	0.20000000000000001	35.414999999999999
39	CA-2015-117415	2015-12-27	2015-12-31	Standard Class	SN-20710	FUR-BO-10002545	532.39919999999995	3	0.32000000000000001	-46.976399999999998
40	CA-2015-117415	2015-12-27	2015-12-31	Standard Class	SN-20710	FUR-CH-10004218	212.05799999999999	3	0.29999999999999999	-15.147
41	CA-2015-117415	2015-12-27	2015-12-31	Standard Class	SN-20710	TEC-PH-10000486	371.16800000000001	4	0.20000000000000001	41.756399999999999
42	CA-2017-120999	2017-09-10	2017-09-15	Standard Class	LC-16930	TEC-PH-10004093	147.16800000000001	4	0.20000000000000001	16.5564
43	CA-2016-101343	2016-07-17	2016-07-22	Standard Class	RA-19885	OFF-ST-10003479	77.879999999999995	2	0	3.8940000000000001
44	CA-2017-139619	2017-09-19	2017-09-23	Standard Class	ES-14080	OFF-ST-10003282	95.616	2	0.20000000000000001	9.5616000000000003
45	CA-2016-118255	2016-03-11	2016-03-13	First Class	ON-18715	TEC-AC-10000171	45.979999999999997	2	0	19.7714
46	CA-2016-118255	2016-03-11	2016-03-13	First Class	ON-18715	OFF-BI-10003291	17.460000000000001	2	0	8.2062000000000008
47	CA-2014-146703	2014-10-20	2014-10-25	Second Class	PO-18865	OFF-ST-10001713	211.96000000000001	4	0	8.4784000000000006
48	CA-2016-169194	2016-06-20	2016-06-25	Standard Class	LH-16900	TEC-AC-10002167	45	3	0	4.9500000000000002
49	CA-2016-169194	2016-06-20	2016-06-25	Standard Class	LH-16900	TEC-PH-10003988	21.800000000000001	2	0	6.1040000000000001
50	CA-2015-115742	2015-04-18	2015-04-22	Standard Class	DP-13000	OFF-BI-10004410	38.219999999999999	6	0	17.9634
51	CA-2015-115742	2015-04-18	2015-04-22	Standard Class	DP-13000	OFF-LA-10002762	75.180000000000007	6	0	35.334600000000002
52	CA-2015-115742	2015-04-18	2015-04-22	Standard Class	DP-13000	FUR-FU-10001706	6.1600000000000001	2	0	2.9567999999999999
53	CA-2015-115742	2015-04-18	2015-04-22	Standard Class	DP-13000	FUR-CH-10003061	89.989999999999995	1	0	17.098099999999999
54	CA-2016-105816	2016-12-11	2016-12-17	Standard Class	JM-15265	OFF-FA-10000304	15.26	7	0	6.2565999999999997
55	CA-2016-105816	2016-12-11	2016-12-17	Standard Class	JM-15265	TEC-PH-10002447	1029.95	5	0	298.68549999999999
56	CA-2016-111682	2016-06-17	2016-06-18	First Class	TB-21055	OFF-ST-10000604	208.56	6	0	52.140000000000001
57	CA-2016-111682	2016-06-17	2016-06-18	First Class	TB-21055	OFF-PA-10001569	32.399999999999999	5	0	15.552
58	CA-2016-111682	2016-06-17	2016-06-18	First Class	TB-21055	FUR-CH-10003968	319.41000000000003	5	0.10000000000000001	7.0979999999999999
59	CA-2016-111682	2016-06-17	2016-06-18	First Class	TB-21055	OFF-PA-10000587	14.56	2	0	6.9888000000000003
60	CA-2016-111682	2016-06-17	2016-06-18	First Class	TB-21055	TEC-AC-10002167	30	2	0	3.2999999999999998
61	CA-2016-111682	2016-06-17	2016-06-18	First Class	TB-21055	OFF-BI-10001460	48.479999999999997	4	0.20000000000000001	16.361999999999998
62	CA-2016-111682	2016-06-17	2016-06-18	First Class	TB-21055	OFF-AR-10001868	1.6799999999999999	1	0	0.83999999999999997
63	CA-2015-135545	2015-11-24	2015-11-30	Standard Class	KM-16720	TEC-AC-10004633	13.98	2	0	6.1512000000000002
64	CA-2015-135545	2015-11-24	2015-11-30	Standard Class	KM-16720	OFF-BI-10001078	25.824000000000002	6	0.20000000000000001	9.3612000000000002
65	CA-2015-135545	2015-11-24	2015-11-30	Standard Class	KM-16720	OFF-PA-10003892	146.72999999999999	3	0	68.963099999999997
66	CA-2015-135545	2015-11-24	2015-11-30	Standard Class	KM-16720	FUR-FU-10000397	79.760000000000005	4	0	22.332799999999999
67	US-2015-164175	2015-04-30	2015-05-05	Standard Class	PS-18970	FUR-CH-10001146	213.11500000000001	5	0.29999999999999999	-15.2225
68	CA-2014-106376	2014-12-05	2014-12-10	Standard Class	BS-11590	OFF-AR-10002671	1113.0239999999999	8	0.20000000000000001	111.30240000000001
69	CA-2014-106376	2014-12-05	2014-12-10	Standard Class	BS-11590	TEC-PH-10002726	167.96799999999999	4	0.20000000000000001	62.988
70	CA-2016-119823	2016-06-04	2016-06-06	First Class	KD-16270	OFF-PA-10000482	75.879999999999995	2	0	35.663600000000002
71	CA-2016-106075	2016-09-18	2016-09-23	Standard Class	HM-14980	OFF-BI-10004654	4.6159999999999997	1	0.20000000000000001	1.7310000000000001
72	CA-2017-114440	2017-09-14	2017-09-17	Second Class	TB-21520	OFF-PA-10004675	19.050000000000001	3	0	8.7629999999999999
73	US-2015-134026	2015-04-26	2015-05-02	Standard Class	JE-15745	FUR-CH-10000513	831.93600000000004	8	0.20000000000000001	-114.3912
74	US-2015-134026	2015-04-26	2015-05-02	Standard Class	JE-15745	FUR-FU-10003708	97.040000000000006	2	0.20000000000000001	1.2130000000000001
75	US-2015-134026	2015-04-26	2015-05-02	Standard Class	JE-15745	OFF-ST-10004123	72.784000000000006	1	0.20000000000000001	-18.196000000000002
76	US-2017-118038	2017-12-09	2017-12-11	First Class	KB-16600	OFF-BI-10004182	1.248	3	0.80000000000000004	-1.9343999999999999
77	US-2017-118038	2017-12-09	2017-12-11	First Class	KB-16600	FUR-FU-10000260	9.7080000000000002	3	0.59999999999999998	-5.8247999999999998
78	US-2017-118038	2017-12-09	2017-12-11	First Class	KB-16600	OFF-ST-10000615	27.239999999999998	3	0.20000000000000001	2.7240000000000002
79	US-2014-147606	2014-11-26	2014-12-01	Second Class	JE-15745	FUR-FU-10003194	19.300000000000001	5	0.59999999999999998	-14.475
80	CA-2016-127208	2016-06-12	2016-06-15	First Class	SC-20770	OFF-AP-10002118	208.16	1	0	56.203200000000002
81	CA-2016-127208	2016-06-12	2016-06-15	First Class	SC-20770	OFF-BI-10002309	16.739999999999998	3	0	8.0351999999999997
